flight_id,real_waypoints,pass_times,speeds,alts,real_full_waypoints,full_pass_times,full_speeds,full_alts
02A1A2LBT508,DEXUL LIET OLBEK EVROG DUCRA,1680347478 1680347699 1680348419 1680349379 1680353879,0.0995 0.2872 0.2545 0.2062 0.0000,10493 10485 10409 10310 259,DEXUL _m00tNnkX LIET OLBEK EVROG _Gj9JKc5Y _OcxRTh1f DUCRA,1680347478 1680347639 1680347699 1680348419 1680349379 1680353579 1680353819 1680353879,0.0995 0.0995 0.2872 0.2545 0.2062 0.0960 0.0588 0.0000,10493 10493 10485 10409 10310 1257 427 259
02A1A2LBT509,LFPG LFPB TSU SOSUR SAKET,1680365470 1680365519 1680365879 1680368999 1680370979,0.0747 0.1002 0.1868 0.2384 0.0000,678 1234 4633 10554 10767,LFPG LFPB _3fCvNZw4 TSU _UnYQAnMb SOSUR _NTb892sY SAKET,1680365470 1680365519 1680365759 1680365879 1680368579 1680368999 1680370979 1680370979,0.0747 0.1002 0.1710 0.1868 0.2613 0.2384 0.0000 0.0000,678 1234 3620 4633 10516 10554 10767 10767
02A1A2LBT554,GIGGI_08 BOLOT CORSI URELO DUCRA,1680319969 1680319979 1680320579 1680325259 1680326219,0.2043 0.1927 0.1957 0.1532 0.0000,10500 10500 10394 3452 244,GIGGI_08 _DqpnEoD5 BOLOT CORSI URELO _eLi6tzf8 _x4lB3EDA DUCRA,1680319969 1680319919 1680319979 1680320579 1680325259 1680325859 1680326159 1680326219,0.2043 0.2043 0.1927 0.1957 0.1532 0.0831 0.0565 0.0000,10500 10500 10500 10394 3452 1257 434 244
02A1A2LBT555,LFPG LFPB LFFE LFFH NEBAX PIKOT GISIG ADAMI,1680331451 1680331499 1680331679 1680331979 1680332999 1680334679 1680337619 1680337619,0.0705 0.1093 0.1881 0.2041 0.2503 0.2530 0.0000 0.0000,884 1219 3132 6286 10439 10516 10798 10798,LFPG LFPB LFFE LFFH NEBAX PIKOT GISIG ADAMI,1680331451 1680331499 1680331679 1680331979 1680332999 1680334679 1680337619 1680337619,0.0705 0.1093 0.1881 0.2041 0.2503 0.2530 0.0000 0.0000,884 1219 3132 6286 10439 10516 10798 10798
02A1A2LBT762,RAMEN TEKSA AJO BRY LFOW MEDIL_50 ADUTO TULNI KUTEX,1680382858 1680382919 1680383879 1680387719 1680388559 1680388799 1680389099 1680389219 1680389339,0.2120 0.2078 0.2152 0.2188 0.1691 0.1353 0.1014 0.0853 0.0000,10919 10919 10874 9563 4785 2926 1219 648 404,RAMEN _GXWYcO7w TEKSA AJO BRY _18G4st3I LFOW MEDIL_50 ADUTO TULNI _sbjNXoEl KUTEX,1680382858 1680382859 1680382919 1680383879 1680387719 1680388319 1680388559 1680388799 1680389099 1680389219 1680389339 1680389339,0.2120 0.2120 0.2078 0.2152 0.2188 0.1991 0.1691 0.1353 0.1014 0.0853 0.0000 0.0000,10919 10919 10919 10874 9563 7247 4785 2926 1219 648 404 404
02A1A3LBT542,ALEDI_94 AJO URELO DUCRA,1680382567 1680383759 1680387719 1680388619,0.2159 0.2241 0.1525 0.0000,10958 10866 3543 290,ALEDI_94 _bxjT41ph _32bHBsxq AJO URELO _uqkUxpRF _1qgefkID _zc8UqDuN DUCRA,1680382567 1680382559 1680382619 1680383759 1680387719 1680387839 1680388139 1680388379 1680388619,0.2159 0.2159 0.2215 0.2241 0.1525 0.1317 0.1291 0.0947 0.0000,10958 10958 10965 10866 3543 2819 1593 1257 290
02A1A3LBT572,ALEDI_94 CORSI RUBLO BARAN,1680330560 1680331679 1680334739 1680334919,0.2383 0.1994 0.1311 0.0000,11712 11621 2179 1295,ALEDI_94 _2WdofuQz CORSI _qyUSs6UK RUBLO BARAN,1680330560 1680330539 1680331679 1680334079 1680334739 1680334919,0.2383 0.2383 0.1994 0.1682 0.1311 0.0000,11712 11712 11621 5616 2179 1295
02A1A3LBT573,LFLL BEPER LFNS KOVAS,1680343442 1680344099 1680344399 1680346739,0.0975 0.2326 0.2435 0.0000,1135 7391 9136 11422,LFLL _s4M4uB6k _rdzRX9gz BEPER LFNS KOVAS,1680343442 1680343439 1680343499 1680344099 1680344399 1680346739,0.0975 0.0975 0.1283 0.2326 0.2435 0.0000,1135 1135 1440 7391 9136 11422
02A1A3LBT784,CSO PECES_18 DRAGO KARES OGLOT BAKUL,1680356170 1680357779 1680359159 1680359879 1680363479 1680363539,0.1958 0.1952 0.1931 0.2093 0.0450 0.0000,11201 11156 11072 11003 1128 968,CSO _E1D099u2 _ks7EVza2 PECES_18 DRAGO KARES OGLOT BAKUL,1680356170 1680356399 1680356459 1680357779 1680359159 1680359879 1680363479 1680363539,0.1958 0.1958 0.1631 0.1952 0.1931 0.2093 0.0450 0.0000,11201 11201 11194 11156 11072 11003 1128 968
02A1A3LBT785,LFRS LUSON LFMW BCN_84 LUXUR CSO,1680368282 1680368639 1680370439 1680371399 1680372779 1680373799,0.1440 0.2035 0.2423 0.2456 0.2657 0.0000,1280 5433 10561 10660 10805 10805,LFRS _ImoEPvoA _9EA4AeQs LUSON LFMW BCN_84 _LqgMoD1I LUXUR _hmGyxLL7 CSO,1680368282 1680368279 1680368339 1680368639 1680370439 1680371399 1680372659 1680372779 1680373799 1680373799,0.1440 0.1440 0.1478 0.2035 0.2423 0.2456 0.2606 0.2657 0.0000 0.0000,1280 1280 1996 5433 10561 10660 10805 10805 10805 10805
02A1A4LBT2612,TUTIP XOPTA UTAVO_40 BATUB_49 SUDEN EDSE ETAGO EDDS,1680332610 1680334319 1680336359 1680337379 1680337739 1680337859 1680338099 1680338339,0.2324 0.1988 0.2085 0.1670 0.1379 0.1236 0.0750 0.0000,11735 11575 9601 3940 2652 1783 1280 442,TUTIP _53pckeye _H7M3w8or XOPTA UTAVO_40 BATUB_49 SUDEN EDSE _JxUKEmE8 ETAGO EDDS,1680332610 1680332639 1680334199 1680334319 1680336359 1680337379 1680337739 1680337859 1680337979 1680338099 1680338339,0.2324 0.2324 0.1960 0.1988 0.2085 0.1670 0.1379 0.1236 0.0848 0.0750 0.0000,11735 11735 11613 11575 9601 3940 2652 1783 1516 1280 442
02A1A4LBT2613,EDDS ENONO BAKRO TUTIP,1680345119 1680345899 1680347999 1680349919,0.0724 0.2317 0.2411 0.0000,1067 7978 11240 11415,EDDS _6b3VXP0B _wGcKsegw ENONO BAKRO TUTIP,1680345119 1680345179 1680345359 1680345899 1680347999 1680349919,0.0724 0.0998 0.1791 0.2317 0.2411 0.0000,1067 1516 3315 7978 11240 11415
02A1A4LBT6148,DABT ALR DAHRA CARBO MGA LASIB_39 LPPT,1680370341 1680371759 1680372539 1680374099 1680375539 1680377039 1680378599,0.1835 0.1836 0.1808 0.1774 0.1850 0.1744 0.0607,11819 11834 11849 11895 11956 11620 381,DABT _wniw1kQ5 _FAcuYyOj ALR _Osi7zFuq DAHRA CARBO MGA LASIB_39 _tFhRvtNp _63ipTpQi LPPT,1680370341 1680370439 1680370499 1680371759 1680372299 1680372539 1680374099 1680375539 1680377039 1680378119 1680378419 1680378599,0.1835 0.1835 0.1052 0.1836 0.1907 0.1808 0.1774 0.1850 0.1744 0.1068 0.1001 0.0607,11819 11819 11819 11834 11841 11849 11895 11956 11620 3307 1105 381
02A1A4LBT6149,LPPT LPMT MAR TARIK_72 DAHRA DAAS,1680382940 1680383099 1680384719 1680386099 1680386939 1680388199,0.0911 0.1566 0.2594 0.2567 0.2703 0.0000,754 2469 11064 10980 10912 10828,LPPT _SMm6m1LZ LPMT MAR TARIK_72 DAHRA _MHEfNy1L _PsuSdpLA DAAS,1680382940 1680382979 1680383099 1680384719 1680386099 1680386939 1680388019 1680388199 1680388199,0.0911 0.1123 0.1566 0.2594 0.2567 0.2703 0.2647 0.0000 0.0000,754 1219 2469 11064 10980 10912 10866 10828 10828
02A1A7LBT510,DEXUL_29 DEXUL LFPG,1680330894 1680331019 1680337259,0.2219 0.2249 0.0000,11140 11133 328,DEXUL_29 _lkLJYaDO DEXUL _ziyCWdxq _MjRVRxM4 _3XNvMJZB _6VyHUi2l LFPG,1680330894 1680330959 1680331019 1680336299 1680336719 1680336899 1680337199 1680337259,0.2219 0.2219 0.2249 0.1355 0.1186 0.0951 0.0437 0.0000,11140 11140 11133 3429 2248 1562 450 328
02A1A7LBT511,LFPG LFPB LFPH LFPE KICQA BASGO DEDOM_91 BELOK BELOK_83,1680343450 1680343499 1680343799 1680343919 1680344639 1680346019 1680347999 1680349259 1680349259,0.0796 0.1122 0.2043 0.2091 0.2365 0.2455 0.2404 0.0000 0.0000,823 1280 4526 5852 10257 11156 11293 11422 11422,LFPG LFPB _ibElTKSV LFPH LFPE KICQA _p9lsSd57 BASGO DEDOM_91 BELOK BELOK_83,1680343450 1680343499 1680343679 1680343799 1680343919 1680344639 1680344999 1680346019 1680347999 1680349259 1680349259,0.0796 0.1122 0.1483 0.2043 0.2091 0.2365 0.2387 0.2455 0.2404 0.0000 0.0000,823 1280 3688 4526 5852 10257 11102 11156 11293 11422 11422
02A1A7LBT844,LEDRO BAKRO LSPR LSZM EDRB BULAM TEBRA EGMH EGKR,1680361536 1680363419 1680364979 1680365339 1680366959 1680368399 1680368819 1680368939 1680369779,0.2726 0.2354 0.2268 0.2199 0.2236 0.2124 0.1828 0.1823 0.0000,11659 11499 11422 11400 11369 8550 4801 4039 472,LEDRO BAKRO LSPR LSZM EDRB BULAM TEBRA EGMH _pgqRLriF _Ksw7VDna _Lr1QsspA EGKR,1680361536 1680363419 1680364979 1680365339 1680366959 1680368399 1680368819 1680368939 1680369239 1680369599 1680369779 1680369779,0.2726 0.2354 0.2268 0.2199 0.2236 0.2124 0.1828 0.1823 0.1379 0.1235 0.0000 0.0000,11659 11499 11422 11400 11369 8550 4801 4039 2903 968 472 472
02A1A7LBT845,OTSID EGKR OTGUV LFAF HOC DEDOM_91 BELOK,1680375089 1680375239 1680375959 1680376799 1680378419 1680381119 1680382319,0.0671 0.1297 0.2297 0.2397 0.2424 0.2190 0.0000,709 2019 8352 10455 11079 11201 11293,OTSID EGKR OTGUV LFAF _j0T5OsP7 HOC DEDOM_91 BELOK,1680375089 1680375239 1680375959 1680376799 1680378059 1680378419 1680381119 1680382319,0.0671 0.1297 0.2297 0.2397 0.2379 0.2424 0.2190 0.0000,709 2019 8352 10455 11072 11079 11201 11293
02A1AELBT214,LEDRO ALEDI ROMPO BAKRO ABESI LOKTA TEDGO_50 SWALM_04 BADGO_45 EDLE EDDL,1680334523 1680334619 1680335459 1680336539 1680338159 1680339119 1680339239 1680340259 1680340739 1680341339 1680341519,0.2182 0.2168 0.2146 0.2088 0.2225 0.2266 0.2280 0.2221 0.1962 0.0845 0.0000,11697 11689 11621 11476 11415 11354 11339 10668 6447 914 229,LEDRO _I5xmHbVy ALEDI ROMPO BAKRO ABESI LOKTA TEDGO_50 SWALM_04 BADGO_45 _rcqzMF09 EDLE _RS2q0Gr0 EDDL,1680334523 1680334559 1680334619 1680335459 1680336539 1680338159 1680339119 1680339239 1680340259 1680340739 1680341219 1680341339 1680341459 1680341519,0.2182 0.2182 0.2168 0.2146 0.2088 0.2225 0.2266 0.2280 0.2221 0.1962 0.1180 0.0845 0.0622 0.0000,11697 11697 11689 11621 11476 11415 11354 11339 10668 6447 1204 914 419 229
02A1AELBT215,MISGO EDDL LEBTI TANJO ROLIS ODINA BETEN ALEDI,1680346727 1680346679 1680346919 1680347219 1680347519 1680349679 1680350879 1680352739,0.0687 0.0687 0.1586 0.1803 0.2146 0.2447 0.2382 0.0000,183 183 2576 5944 8016 10493 11163 11361,MISGO EDDL LEBTI TANJO ROLIS ODINA BETEN _FRLvlNos ALEDI,1680346727 1680346679 1680346919 1680347219 1680347519 1680349679 1680350879 1680352739 1680352739,0.0687 0.0687 0.1586 0.1803 0.2146 0.2447 0.2382 0.0000 0.0000,183 183 2576 5944 8016 10493 11163 11361 11361
02A1AELBT2666,LEDRO BAKRO NEDOV RIPKU OSDUR ABUMO BOMBI FFM EDDF,1680360927 1680362819 1680365279 1680366419 1680366659 1680366839 1680366959 1680367139 1680367199,0.2426 0.2180 0.2293 0.1365 0.0840 0.0742 0.0784 0.0504 0.0000,11079 10874 10317 2088 1875 1311 1036 320 191,LEDRO BAKRO NEDOV RIPKU OSDUR ABUMO BOMBI FFM EDDF,1680360927 1680362819 1680365279 1680366419 1680366659 1680366839 1680366959 1680367139 1680367199,0.2426 0.2180 0.2293 0.1365 0.0840 0.0742 0.0784 0.0504 0.0000,11079 10874 10317 2088 1875 1311 1036 320 191
02A1AELBT2667,EDDF MOVUM DEGAD EVROG ALEDI_94,1680373835 1680373919 1680375839 1680377399 1680379319,0.0728 0.0962 0.2294 0.2105 0.0000,457 1029 10447 10478 10653,EDDF MOVUM DEGAD EVROG ALEDI_94,1680373835 1680373919 1680375839 1680377399 1680379319,0.0728 0.0962 0.2294 0.2105 0.0000,457 1029 10447 10478 10653
02A1AFLBT2608,DEXUL_29 KOVAS CORSI VOG ABESI_30 KUDIS LOHRE_81 OSDUR ABUMO FFM EDDF,1680328945 1680328979 1680329819 1680331799 1680332399 1680333059 1680334559 1680334679 1680334799 1680335099 1680335159,0.1650 0.2496 0.2061 0.2084 0.2315 0.2239 0.1292 0.1084 0.0840 0.0585 0.0000,11742 11742 11674 11491 11430 11400 1638 1501 1273 373 183,DEXUL_29 _vUjolIzw KOVAS CORSI _3mC5ieeP _yeNWyldO VOG _cqax3YuL ABESI_30 KUDIS _HgHxMxpg LOHRE_81 OSDUR ABUMO FFM EDDF,1680328945 1680328919 1680328979 1680329819 1680331379 1680331619 1680331799 1680332279 1680332399 1680333059 1680334379 1680334559 1680334679 1680334799 1680335099 1680335159,0.1650 0.1650 0.2496 0.2061 0.1998 0.2136 0.2084 0.2483 0.2315 0.2239 0.1393 0.1292 0.1084 0.0840 0.0585 0.0000,11742 11742 11742 11674 11491 11476 11491 11438 11430 11400 2370 1638 1501 1273 373 183
02A1AFLBT2609,EDDF MOVUM ODINA KARDU GISIG ADAMI,1680343960 1680343979 1680346019 1680347699 1680349559 1680349559,0.0919 0.0919 0.2444 0.2323 0.0000 0.0000,808 808 10523 10660 10828 10828,EDDF MOVUM ODINA KARDU GISIG ADAMI,1680343960 1680343979 1680346019 1680347699 1680349559 1680349559,0.0919 0.0919 0.2444 0.2323 0.0000 0.0000,808 808 10523 10660 10828 10828
02A1AFLBT756,ALEDI_94 BULOL LFLM BSN KOVIN FERDI_87 TULNI KUTEX,1680365289 1680368939 1680369119 1680370679 1680370859 1680371579 1680371699 1680371819,0.2053 0.2153 0.2206 0.2179 0.1921 0.1040 0.0789 0.0000,11674 11415 11422 8877 6439 1074 655 328,ALEDI_94 _AVuTgqAi _PFVnKkk9 BULOL LFLM BSN KOVIN FERDI_87 TULNI KUTEX,1680365289 1680365279 1680365339 1680368939 1680369119 1680370679 1680370859 1680371579 1680371699 1680371819,0.2053 0.2053 0.2059 0.2153 0.2206 0.2179 0.1921 0.1040 0.0789 0.0000,11674 11674 11659 11415 11422 8877 6439 1074 655 328
02A1AFLBT757,LFQQ SULEX MMD LFGA BETEN QUENN TUTIP,1680376011 1680376439 1680377279 1680378179 1680380519 1680382139 1680382679,0.0827 0.1958 0.2167 0.2372 0.2331 0.2226 0.0000,884 5136 6332 10462 10523 10638 10691,LFQQ _gVdKX6Us SULEX MMD LFGA BETEN QUENN _VHGIBrzM TUTIP,1680376011 1680376079 1680376439 1680377279 1680378179 1680380519 1680382139 1680382679 1680382679,0.0827 0.1330 0.1958 0.2167 0.2372 0.2331 0.2226 0.0000 0.0000,884 1189 5136 6332 10462 10523 10638 10691 10691
02A1B0LBT2640,ERPEM SUDUX GISEM EDDL,1680332053 1680336119 1680338099 1680339299,0.2177 0.2181 0.2310 0.0000,11148 10790 10599 114,ERPEM _DhhlWPgz _67pyFGLM SUDUX GISEM _4WfPKRYW _ePkM9Zqw _AmxOPHN6 EDDL,1680332053 1680332039 1680332099 1680336119 1680338099 1680338579 1680338999 1680339239 1680339299,0.2177 0.2177 0.2175 0.2181 0.2310 0.1662 0.0934 0.0637 0.0000,11148 11148 11133 10790 10599 4290 960 305 114
02A1B0LBT2641,MISGO EDDL LEBTI TANJO TUSUK EDTD GERMO,1680344686 1680344639 1680344879 1680345179 1680345599 1680346559 1680350639,0.0696 0.0696 0.1609 0.2243 0.2522 0.2496 0.0000,221 221 2568 5083 7536 9876 10226,MISGO EDDL LEBTI TANJO TUSUK EDTD GERMO,1680344686 1680344639 1680344879 1680345179 1680345599 1680346559 1680350639,0.0696 0.0696 0.1609 0.2243 0.2522 0.2496 0.0000,221 221 2568 5083 7536 9876 10226
02A1B0LBT384,KOVAS ROMPO OLBEK UTAVO_40 SOPER BITBU EBST BUB EBBR,1680361347 1680361979 1680362099 1680364619 1680364919 1680366779 1680367559 1680368099 1680368099,0.2471 0.2411 0.1909 0.2204 0.2171 0.1852 0.1291 0.0000 0.0000,11087 11019 10996 10805 10813 6607 1913 91 91,KOVAS _WFtlAgnj _gDku8CF6 ROMPO OLBEK UTAVO_40 SOPER BITBU EBST _QaeIJNLd _zjmUnLfK BUB EBBR,1680361347 1680361379 1680361439 1680361979 1680362099 1680364619 1680364919 1680366779 1680367559 1680367859 1680367979 1680368099 1680368099,0.2471 0.2471 0.2453 0.2411 0.1909 0.2204 0.2171 0.1852 0.1291 0.0859 0.0631 0.0000 0.0000,11087 11087 11087 11019 10996 10805 10813 6607 1913 655 465 91 91
02A1B0LBT385,EBBR GILOM EDRT MOPAN_78 GISIG ADAMI,1680373607 1680373859 1680374639 1680375479 1680380219 1680380219,0.0873 0.1662 0.2371 0.2372 0.0000 0.0000,511 2888 8793 10478 10752 10752,EBBR _Q1KmQioN GILOM EDRT MOPAN_78 GISIG ADAMI,1680373607 1680373679 1680373859 1680374639 1680375479 1680380219 1680380219,0.0873 0.1144 0.1662 0.2371 0.2372 0.0000 0.0000,511 1059 2888 8793 10478 10752 10752
02A1B4LBT166,LEDRO UREXE EVROG LFGB BLM LFSB,1680326851 1680327719 1680328979 1680332159 1680332279 1680332339,0.2063 0.1937 0.2006 0.0841 0.0621 0.0000,11735 11659 11521 960 472 312,LEDRO _WRf7N72k _PcxaYOwl UREXE EVROG _JPEhqxTI _2ASSfJRR _VoxiJKvu LFGB BLM LFSB,1680326851 1680326879 1680327299 1680327719 1680328979 1680331379 1680331679 1680332039 1680332159 1680332279 1680332339,0.2063 0.2063 0.2043 0.1937 0.2006 0.1830 0.1590 0.1008 0.0841 0.0621 0.0000,11735 11735 11697 11659 11521 6302 4465 1257 960 472 312
02A1B4LBT167,LFSB BLM ELBEG QUENN GISIG,1680337199 1680337199 1680337499 1680341159 1680341639,0.0746 0.0746 0.1699 0.2255 0.0000,770 770 4069 10798 10820,LFSB BLM _U7zc1W8s ELBEG QUENN _USwRygzR GISIG,1680337199 1680337199 1680337379 1680337499 1680341159 1680341639 1680341639,0.0746 0.0746 0.1470 0.1699 0.2255 0.0000 0.0000,770 770 2758 4069 10798 10820 10820
02A1B4LBT598,ALEDI_94 CORSI LASUR RUBLO LFHC,1680377003 1680377939 1680380099 1680380699 1680380939,0.2159 0.2359 0.1779 0.1508 0.0000,11003 10919 5395 3147 1730,ALEDI_94 _opm9rUWk _r9ajDpL4 CORSI LASUR _rVs6s6tM RUBLO _VeGPRJpe LFHC,1680377003 1680376979 1680377039 1680377939 1680380099 1680380519 1680380699 1680380819 1680380939,0.2159 0.2159 0.2316 0.2359 0.1779 0.1662 0.1508 0.1280 0.0000,11003 11003 10996 10919 5395 3970 3147 2560 1730
02A1B4LBT599,LFLL BEPER KOVAS DEXUL_29,1680389402 1680390059 1680392639 1680392639,0.1150 0.2230 0.0000 0.0000,1242 7704 10599 10599,LFLL _sqolHAkK _x7cQVSqX BEPER KOVAS DEXUL_29,1680389402 1680389399 1680389459 1680390059 1680392639 1680392639,0.1150 0.1150 0.1479 0.2230 0.0000 0.0000,1242 1242 1516 7704 10599 10599
02A1B4LBT722,CSO LUXUR OGLOT BAKUL,1680350376 1680351959 1680357539 1680357599,0.2449 0.2066 0.1076 0.0000,10599 10599 960 960,CSO _52Zpfa3S _tmesxVWe LUXUR _9QwUkOZj _OV1TDoI8 _qIZjfMAB OGLOT _VQEAaGeM BAKUL,1680350376 1680350639 1680350699 1680351959 1680352979 1680357239 1680357359 1680357539 1680357599 1680357599,0.2449 0.2449 0.1983 0.2066 0.2158 0.1144 0.1058 0.1076 0.0000 0.0000,10599 10599 10584 10599 10508 2286 1554 960 960 960
02A1B4LBT723,LFRS LUSON LECD PECES_18 CSO,1680361618 1680362039 1680364079 1680365999 1680366899,0.1480 0.2100 0.2542 0.2794 0.0000,1196 5745 11240 11445 10859,LFRS _86gMcBA7 _B5wK5GIX LUSON LECD _0gHjdoWM PECES_18 _Ge862K6h CSO,1680361618 1680361619 1680361679 1680362039 1680364079 1680365879 1680365999 1680366899 1680366899,0.1480 0.1480 0.1413 0.2100 0.2542 0.2635 0.2794 0.0000 0.0000,1196 1196 1806 5745 11240 11438 11445 10859 10859
02AC25TUX1758,TRP LICJ,1680339966 1680340679,0.1530 0.0000,4999 884,TRP _2Puarb6a _cSkuMfYG _FABtBPYa _XTAtDufN _ie4y2U3f LICJ,1680339966 1680340019 1680340079 1680340439 1680340559 1680340679 1680340679,0.1530 0.1530 0.1600 0.1067 0.0948 0.0000 0.0000,4999 4999 4587 2507 1783 884 884
040032ETH500,METRU_30 LINGI ULTAG MOGLO,1680307220 1680307259 1680326879 1680329099,0.2184 0.2184 0.1295 0.0000,11118 11118 1158 10721,METRU_30 LINGI ULTAG _t00B1Epr MOGLO,1680307220 1680307259 1680326879 1680329099 1680329099,0.2184 0.2184 0.1295 0.0000 0.0000,11118 11118 1158 10721 10721
040032ETH501,BERUX FORNO SALUN,1680381805 1680383039 1680393719,0.2819 0.2857 0.0000,10935 11209 11460,BERUX _5FgzXPcb FORNO _Yk2BKLUa _yjS2wA76 SALUN,1680381805 1680382019 1680383039 1680387539 1680391259 1680393719,0.2819 0.2819 0.2857 0.2830 0.2672 0.0000,10935 10935 11209 10752 11430 11460
04004BETH575,LICR SALUN METRU_30,1680307283 1680310619 1680310679,0.2678 0.1719 0.0000,12664 12672 12664,LICR _uQOM0PdO _Pkiaxc72 SALUN _bMLObd4s METRU_30,1680307283 1680307259 1680307319 1680310619 1680310679 1680310679,0.2678 0.2678 0.2488 0.1719 0.0000 0.0000,12664 12664 12664 12672 12664 12664
04004CETH574,MONUV MONUV_29 ULTAG MOGLO,1680307311 1680307259 1680325439 1680327599,0.2211 0.2211 0.1142 0.0000,12329 12329 1166 10737,MONUV MONUV_29 ULTAG _m6hQiD2f MOGLO,1680307311 1680307259 1680325439 1680327599 1680327599,0.2211 0.2211 0.1142 0.0000 0.0000,12329 12329 1166 10737 10737
04004CETH575,PITAX ELTEP IBA DINUX SALUN METRU_30,1680384558 1680385919 1680388919 1680392519 1680396779 1680396839,0.2810 0.2777 0.2798 0.3012 0.2669 0.0000,12116 12428 12306 12596 12642 12642,PITAX _MzagEmTK ELTEP IBA DINUX SALUN _Nfa0lap9 METRU_30,1680384558 1680384479 1680385919 1680388919 1680392519 1680396779 1680396839 1680396839,0.2810 0.2810 0.2777 0.2798 0.3012 0.2669 0.0000 0.0000,12116 12116 12428 12306 12596 12642 12642 12642
040060ETH3704,GUDIS NIPIS BABIT EDFP BUB EBBR,1680345768 1680345779 1680352019 1680355859 1680357779 1680357839,0.2293 0.2293 0.2378 0.2186 0.0586 0.0000,10531 10531 10767 10066 290 114,GUDIS NIPIS BABIT EDFP _9I7opGtm BUB EBBR,1680345768 1680345779 1680352019 1680355859 1680357659 1680357779 1680357839,0.2293 0.2293 0.2378 0.2186 0.0867 0.0586 0.0000,10531 10531 10767 10066 792 290 114
040060ETH3723,EBBR HUL LNO_72 BAMTO SULUS_12 LZHL RITAG BEDOP,1680366891 1680367079 1680367439 1680368459 1680368879 1680370859 1680375539 1680376319,0.0811 0.1520 0.2280 0.2495 0.2522 0.2521 0.2905 0.0000,297 2248 6355 9830 9822 10424 9997 10043,EBBR _KeHhIfdr HUL LNO_72 BAMTO SULUS_12 LZHL _RFwpGc1i _0ExROFdK _D8dp1XkJ _e473tSH2 RITAG _4mk5TaTw _wxLKIKXO BEDOP,1680366891 1680366959 1680367079 1680367439 1680368459 1680368879 1680370859 1680374099 1680374339 1680374519 1680375299 1680375539 1680376199 1680376319 1680376319,0.0811 0.1239 0.1520 0.2280 0.2495 0.2522 0.2521 0.2511 0.2571 0.2615 0.2557 0.2905 0.2762 0.0000 0.0000,297 1029 2248 6355 9830 9822 10424 10516 10531 10538 10424 9997 10036 10043 10043
040066ETH501,LGKC SALUN,1680307150 1680308159,0.2689 0.0000,10851 10843,LGKC _Myl8Z1eC _JlkXqBTJ SALUN,1680307150 1680307259 1680307319 1680308159,0.2689 0.2689 0.2690 0.0000,10851 10851 10851 10843
040088ETH407,KAD VELOX STEPA LAKTO,1680309132 1680309479 1680310379 1680310379,0.1864 0.2313 0.0000 0.0000,4282 7452 12032 12032,KAD _jQ4ibkBl _9kP5Eeuv VELOX STEPA LAKTO,1680309132 1680309119 1680309179 1680309479 1680310379 1680310379,0.1864 0.1864 0.2126 0.2313 0.0000 0.0000,4282 4282 4884 7452 12032 12032
04008CETH3417,TANSA_98 METRU LEZG EBLG MAS_53,1680307832 1680307679 1680327119 1680333359 1680333359,0.2451 0.2451 0.1033 0.0000 0.0000,10523 10523 1311 290 290,TANSA_98 METRU LEZG EBLG MAS_53,1680307832 1680307679 1680327119 1680333359 1680333359,0.2451 0.2451 0.1033 0.0000 0.0000,10523 10523 1311 290 290
04008CETH3748,EBLG AGENI BINKA OLMOR MEGAS BESNO OSKEM,1680342682 1680343199 1680345899 1680347219 1680349739 1680350639 1680350759,0.0864 0.2223 0.2464 0.2529 0.2650 0.2607 0.0000,1013 5822 9182 9144 9075 9068 9068,EBLG _yRSrKfLe _TquLvCMJ _pMTbeQrJ AGENI BINKA OLMOR MEGAS BESNO _Now9cizS OSKEM,1680342682 1680342719 1680342839 1680342959 1680343199 1680345899 1680347219 1680349739 1680350639 1680350759 1680350759,0.0864 0.1096 0.1450 0.1808 0.2223 0.2464 0.2529 0.2650 0.2607 0.0000 0.0000,1013 1387 2461 3688 5822 9182 9144 9075 9068 9068 9068
040101ETH500,TANSA_98 ULTAG MOGLO,1680393545 1680412979 1680415499,0.2272 0.0953 0.0000,12367 808 12215,TANSA_98 _ypVq3O83 ULTAG _LXAQwZ1S MOGLO,1680393545 1680393299 1680412979 1680415499 1680415499,0.2272 0.2272 0.0953 0.0000 0.0000,12367 12367 808 12215 12215
04012AETH712,TANSA_98 METRU LATAN LIRL OST,1680312003 1680311819 1680315539 1680318479 1680319379,0.2284 0.2237 0.2169 0.1361 0.0000,12329 12329 12261 4854 168,TANSA_98 _L8mEsCF3 METRU LATAN LIRL _iojzuKaW _BVslhrcp _09ohL9gA OST,1680312003 1680311759 1680311819 1680315539 1680318479 1680319079 1680319199 1680319319 1680319379,0.2284 0.2284 0.2237 0.2169 0.1361 0.0926 0.0941 0.0610 0.0000,12329 12329 12329 12261 4854 998 800 328 168
04012AETH713,LIRF UNIXO METRU_30,1680382608 1680383279 1680388199,0.1074 0.2334 0.0000,549 6805 12062,LIRF UNIXO _yGM3YkQO _BnMStbJt METRU_30,1680382608 1680383279 1680386339 1680388199 1680388199,0.1074 0.2334 0.2722 0.0000 0.0000,549 6805 11994 12062 12062
