flight_id,real_waypoints,pass_times,speeds,alts,real_full_waypoints,full_pass_times,full_speeds,full_alts
0200AERAM944,TOLSI RUNAX_07 GOSOS BODEQ TIVNO LIMF,1680347699 1680348179 1680348899 1680352919 1680354479 1680355499,0.2460 0.2352 0.2287 0.2509 0.2431 0.0000,10074 10790 11963 11590 9083 556,TOLSI _eFTTipHx RUNAX_07 _FJIl3g3c GOSOS _Uz59fSdM _efaXsX1q BODEQ TIVNO _sVPmjDYT _VrW1XIur LIMF,1680347699 1680347759 1680348179 1680348659 1680348899 1680352259 1680352379 1680352919 1680354479 1680354599 1680355319 1680355499,0.2460 0.2195 0.2352 0.2539 0.2287 0.2409 0.2598 0.2509 0.2431 0.2166 0.0972 0.0000,10074 10455 10790 10782 11963 11636 11628 11590 9083 8085 1288 556
0200AERAM945,LIMF VAMTU MGA TUSOR,1680363619 1680364319 1680370439 1680371819,0.0929 0.1963 0.2299 0.0000,1135 9045 10424 10264,LIMF _olUGX7Zi VAMTU MGA TUSOR,1680363619 1680363659 1680364319 1680370439 1680371819,0.0929 0.1141 0.1963 0.2299 0.0000,1135 1974 9045 10424 10264
0200AFRAM650E,OJD VIBAS BLN BINVA BASIM_84 ABRIX DIBES LFPQ LFPO,1680333942 1680335699 1680336119 1680336479 1680337679 1680338879 1680340979 1680342119 1680342539,0.0944 0.2169 0.2533 0.2208 0.2335 0.2351 0.2348 0.1015 0.0000,1044 11918 11895 11857 11750 11590 8016 1745 236,OJD _DMPGQHlK _iMFWePCr VIBAS BLN BINVA BASIM_84 ABRIX DIBES _98qDnaak _2wAIsPWg _AZ9U5HPL LFPQ _WGuYbcRm _KKKBMdIU LFPO,1680333942 1680333959 1680334739 1680335699 1680336119 1680336479 1680337679 1680338879 1680340979 1680341459 1680341639 1680341999 1680342119 1680342299 1680342479 1680342539,0.0944 0.0944 0.2215 0.2169 0.2533 0.2208 0.2335 0.2351 0.2348 0.1861 0.1966 0.1334 0.1015 0.0879 0.0663 0.0000,1044 1044 9891 11918 11895 11857 11750 11590 8016 3315 3307 2393 1745 1196 450 236
0200AFRAM651U,LFPO RESMI ARNAV BAN_14 BUDIT OJD,1680379425 1680379619 1680380339 1680383279 1680384719 1680386159,0.0859 0.1527 0.2468 0.2718 0.2454 0.0000,594 2484 10279 10767 9746 1768,LFPO _9SbHTPJr _WTrHHvFH RESMI ARNAV BAN_14 BUDIT _T0qiKg01 _86skB7Du _BIFjO47L OJD,1680379425 1680379439 1680379499 1680379619 1680380339 1680383279 1680384719 1680385559 1680386099 1680386159 1680386159,0.0859 0.0859 0.1211 0.1527 0.2468 0.2718 0.2454 0.2466 0.1442 0.0000 0.0000,594 594 1196 2484 10279 10767 9746 7711 2217 1768 1768
0200AFRAM664Y,TOLSI XULIM TLD DGO AMB LFPM LFPO,1680365630 1680366239 1680368459 1680369899 1680372719 1680374039 1680374579,0.2005 0.2155 0.2128 0.2152 0.1757 0.1249 0.0695,11422 11392 11194 10988 8115 2454 312,TOLSI _wdtS8aHk _Ud9iqfkj XULIM TLD DGO AMB _eHEdrNfa _lvngREcm _jtSKpP1H _FL5DCDsu LFPM _a4W5mZW6 _IV6EHVHA LFPO,1680365630 1680365579 1680365639 1680366239 1680368459 1680369899 1680372719 1680372899 1680373019 1680373139 1680373619 1680374039 1680374159 1680374339 1680374579,0.2005 0.2005 0.2534 0.2155 0.2128 0.2152 0.1757 0.1801 0.1721 0.1693 0.1521 0.1249 0.1057 0.0813 0.0695,11422 11422 11422 11392 11194 10988 8115 5890 5044 4221 3330 2454 1775 1242 312
0200AFRAM665Z,LFPO RESMI LFEL BANEV LEIZ XAVIR_01 SLK,1680347923 1680348119 1680349199 1680352019 1680353459 1680354839 1680356519,0.0802 0.1452 0.2286 0.2369 0.2296 0.2230 0.0000,602 2408 11758 12207 12748 12863 12954,LFPO _Ygs9nSPC _ha7ngh8Q RESMI LFEL BANEV LEIZ XAVIR_01 SLK,1680347923 1680347939 1680347999 1680348119 1680349199 1680352019 1680353459 1680354839 1680356519,0.0802 0.0802 0.1018 0.1452 0.2286 0.2369 0.2296 0.2230 0.0000,602 602 1311 2408 11758 12207 12748 12863 12954
0200CARAM764B,TOLSI VAGNO TLD DGO BEVOL_81 TEPRI LFPO,1680351881 1680352379 1680354539 1680355799 1680358079 1680359459 1680360059,0.2073 0.2423 0.2429 0.2505 0.2261 0.1228 0.0000,9350 12581 12383 12253 8976 1570 229,TOLSI _mgeCgSow _6lyaC2Mj VAGNO TLD DGO BEVOL_81 _y4vDGYLK _E3Om1iGy TEPRI _LDJOwSHG _UFZcKZOX _Yxbqa7Fy _iK69DhQR LFPO,1680351881 1680351839 1680351899 1680352379 1680354539 1680355799 1680358079 1680358799 1680358979 1680359459 1680359579 1680359699 1680359819 1680359999 1680360059,0.2073 0.2073 0.2736 0.2423 0.2429 0.2505 0.2261 0.1787 0.1723 0.1228 0.1000 0.0940 0.0932 0.0695 0.0000,9350 9350 9616 12581 12383 12253 8976 3818 2530 1570 1273 1273 1257 457 229
0200CARAM765B,LFPO RESMI DISAK BAN_14 BLN TUSOR VARAS,1680366286 1680366479 1680366779 1680370199 1680371639 1680373499 1680373499,0.0819 0.1496 0.1928 0.2629 0.2603 0.0000 0.0000,267 2210 5189 12619 12771 10561 10561,LFPO _HXrIlsLd RESMI _wStcBjAf DISAK _XYZvPv76 BAN_14 BLN TUSOR VARAS,1680366286 1680366359 1680366479 1680366599 1680366779 1680367799 1680370199 1680371639 1680373499 1680373499,0.0819 0.0981 0.1496 0.1804 0.1928 0.2573 0.2629 0.2603 0.0000 0.0000,267 1006 2210 3040 5189 12382 12619 12771 10561 10561
0200CBRAM246,AGDAL BARPA RESTU GIANO_14 SALUN METRU_30,1680308370 1680309299 1680310859 1680315359 1680319739 1680319859,0.2297 0.2638 0.2776 0.2761 0.2355 0.0000,6812 12047 11948 12085 12078 12078,AGDAL _Jx3Qm2kT _IdeSj9Ez BARPA RESTU _kne1kXQH GIANO_14 SALUN _PQVGIy4j METRU_30,1680308370 1680308399 1680308459 1680309299 1680310859 1680313379 1680315359 1680319739 1680319859 1680319859,0.2297 0.2297 0.2373 0.2638 0.2776 0.2886 0.2761 0.2355 0.0000 0.0000,6812 6812 7330 12047 11948 11788 12085 12078 12078 12078
0200CBRAM247,AFONO TEZAK_45 MGA TUSOR,1680357120 1680357059 1680372779 1680373979,0.1984 0.2316 0.2454 0.0000,12382 12375 12261 10599,AFONO _XcMN6Khk TEZAK_45 _UwbsrPSM MGA TUSOR,1680357120 1680356999 1680357059 1680367559 1680372779 1680373979,0.1984 0.1984 0.2316 0.2175 0.2454 0.0000,12382 12382 12375 12535 12261 10599
0200EARAM776Z,AGDAL VAGNO SVL HIJ ODILO LFPM LFPO,1680375419 1680376259 1680377219 1680377819 1680383459 1680383999 1680384419,0.2208 0.2271 0.2265 0.2201 0.1829 0.1304 0.0000,6538 10798 10744 10691 3353 2225 267,AGDAL VAGNO SVL HIJ ODILO _X7HniwLb LFPM _9M0ceziX _Hck5NHSt LFPO,1680375419 1680376259 1680377219 1680377819 1680383459 1680383639 1680383999 1680384119 1680384239 1680384419,0.2208 0.2271 0.2265 0.2201 0.1829 0.1871 0.1304 0.0923 0.0973 0.0000,6538 10798 10744 10691 3353 3353 2225 1463 1120 267
0200EARAM812,GMMB KORIS LEOC RONNY MEN LUXAN DITON USETI ABUMO FFM EDDF,1680341333 1680342299 1680344639 1680346139 1680347759 1680348419 1680349799 1680350159 1680351479 1680351839 1680351899,0.2180 0.2289 0.2253 0.2499 0.2463 0.2499 0.2336 0.2218 0.0880 0.0580 0.0000,6774 12588 12398 12245 12123 12101 10653 9555 1570 335 206,GMMB _TpxRXuKU _R5DWAfMp _sc6eaN1Q _21eLAXRe KORIS _d8dIwvzW LEOC RONNY MEN LUXAN DITON USETI _fdORPYXP _ewDm7kat ABUMO FFM EDDF,1680341333 1680341279 1680341339 1680341579 1680341759 1680342299 1680343259 1680344639 1680346139 1680347759 1680348419 1680349799 1680350159 1680351059 1680351239 1680351479 1680351839 1680351899,0.2180 0.2180 0.1996 0.2367 0.2231 0.2289 0.1926 0.2253 0.2499 0.2463 0.2499 0.2336 0.2218 0.1805 0.1429 0.0880 0.0580 0.0000,6774 6774 7567 9883 11544 12588 12527 12398 12245 12123 12101 10653 9555 3559 2583 1570 335 206
0200EARAM813,EDDF MOVUM IBGES OLBEN_26 TIVLI ZAR ANZAN TUSOR VARAS,1680358420 1680358439 1680358739 1680360059 1680363599 1680364199 1680365819 1680368279 1680368279,0.0898 0.0898 0.1715 0.2243 0.2300 0.2292 0.2300 0.0000 0.0000,831 831 4069 10478 10630 10706 11521 11605 11605,EDDF MOVUM IBGES OLBEN_26 TIVLI ZAR ANZAN TUSOR VARAS,1680358420 1680358439 1680358739 1680360059 1680363599 1680364199 1680365819 1680368279 1680368279,0.0898 0.0898 0.1715 0.2243 0.2300 0.2292 0.2300 0.0000 0.0000,831 831 4069 10478 10630 10706 11521 11605 11605
0200ECRAM950X,AGDAL XAVIR_01 RESTU ISTER_21 TORTU LIMC,1680353382 1680354479 1680356039 1680358199 1680360299 1680361739,0.2348 0.2434 0.2567 0.2627 0.2207 0.0000,8519 10775 11262 11072 9075 404,AGDAL _hylaZmw0 _i4YYPPIw _AMXlq5r6 XAVIR_01 RESTU ISTER_21 _ZqVKgagP _QONgrtbb TORTU LIMC,1680353382 1680353399 1680353519 1680354299 1680354479 1680356039 1680358199 1680359219 1680360179 1680360299 1680361739,0.2348 0.2348 0.2180 0.2437 0.2434 0.2567 0.2627 0.1319 0.2426 0.2207 0.0000,8519 8519 9395 10782 10775 11262 11072 10378 9411 9075 404
0200ECRAM951X,MMP LILG RIXUV_53 VAMTU KOLON INFED BISBA MGA TUSOR VARAS,1680366961 1680367019 1680367259 1680368039 1680368399 1680369059 1680369899 1680374099 1680375479 1680375479,0.0959 0.1039 0.1973 0.2177 0.2105 0.2192 0.2097 0.2346 0.0000 0.0000,762 1455 4039 10538 10538 10561 10599 11034 10287 10287,MMP LILG _F8DkaELx RIXUV_53 VAMTU KOLON INFED BISBA MGA TUSOR VARAS,1680366961 1680367019 1680367139 1680367259 1680368039 1680368399 1680369059 1680369899 1680374099 1680375479 1680375479,0.0959 0.1039 0.1528 0.1973 0.2177 0.2105 0.2192 0.2097 0.2346 0.0000 0.0000,762 1455 2941 4039 10538 10538 10561 10599 11034 10287 10287
0200EDRAM740X,GMME KORIS VJF TLD LFEF LFOQ LFPM LFPO,1680365056 1680365939 1680366059 1680368219 1680372359 1680372599 1680373619 1680374039,0.2211 0.2269 0.2186 0.2108 0.2117 0.1847 0.1343 0.0000,10813 11384 11377 11186 8024 6119 2050 160,GMME _QvZqPswI _rptf6MDM KORIS VJF TLD LFEF _Zik8HHJ3 LFOQ _b57lJAHY _czJIWkeT _8fMFTjdU LFPM _m2aK99Yu _okz2YztH _fwmgUkCw LFPO,1680365056 1680365039 1680365099 1680365939 1680366059 1680368219 1680372359 1680372479 1680372599 1680372779 1680373259 1680373499 1680373619 1680373739 1680373859 1680373979 1680374039,0.2211 0.2211 0.2166 0.2269 0.2186 0.2108 0.2117 0.2014 0.1847 0.1703 0.1560 0.1455 0.1343 0.1102 0.0878 0.0732 0.0000,10813 10813 10813 11384 11377 11186 8024 7125 6119 4625 3322 2979 2050 1455 907 396 160
0200EDRAM749G,LFPO RESMI LFLX BAN_14 MGA TUSOR VARAS,1680349005 1680349199 1680350099 1680353219 1680355559 1680357239 1680357239,0.0839 0.1686 0.2331 0.2231 0.2275 0.0000 0.0000,602 3078 11034 11994 12230 12329 12329,LFPO _wQVGXiRl RESMI LFLX BAN_14 MGA TUSOR VARAS,1680349005 1680349079 1680349199 1680350099 1680353219 1680355559 1680357239 1680357239,0.0839 0.1168 0.1686 0.2331 0.2231 0.2275 0.0000 0.0000,602 1334 3078 11034 11994 12230 12329 12329
0200EDRAM760R,AGDAL RUSEM VRA BOKNO ODILO LFPY LFPO,1680335140 1680337739 1680339659 1680342059 1680342779 1680343199 1680343859,0.2188 0.2176 0.2490 0.2324 0.1813 0.1589 0.0711,6576 11278 11041 8405 3315 3208 358,AGDAL _35WJcdIb _5wUtcP8Z _id5tMmXd RUSEM VRA BOKNO ODILO _QIwLyqtK LFPY _ocSgSIMd _x3w0xkrr _xIbc3nrR LFPO,1680335140 1680335159 1680336359 1680336479 1680337739 1680339659 1680342059 1680342779 1680343019 1680343199 1680343379 1680343499 1680343619 1680343859,0.2188 0.2188 0.2142 0.2189 0.2176 0.2490 0.2324 0.1813 0.1800 0.1589 0.1328 0.1009 0.0867 0.0711,6576 6576 11377 11369 11278 11041 8405 3315 3307 3208 2156 1433 1257 358
0200EDRAM781S,LFPO RESMI ARNAV BANEV TUSOR,1680379606 1680379799 1680380519 1680383399 1680386819,0.0938 0.1557 0.2468 0.2613 0.0000,762 2621 9929 11377 4023,LFPO _8VDquJqQ _BQaiIybS RESMI ARNAV BANEV _VnL3Ibiw _L0hwqGzc TUSOR,1680379606 1680379619 1680379679 1680379799 1680380519 1680383399 1680385259 1680386819 1680386819,0.0938 0.0938 0.1285 0.1557 0.2468 0.2613 0.2384 0.0000 0.0000,762 762 1280 2621 9929 11377 11620 4023 4023
0200EFRAM910,GMMB TNR LEMG MORSS KUPIM BITLA_37 KPL DIGTI DRAMO LTBU UNSAV,1680341913 1680342899 1680343499 1680346979 1680347939 1680352319 1680353399 1680353999 1680354119 1680354599 1680355079,0.2159 0.2332 0.2459 0.2623 0.2594 0.2668 0.2642 0.2434 0.2344 0.1701 0.0000,6340 11384 11354 11125 11072 10401 10683 8390 7772 3223 1227,GMMB _IPphe99a _owBFTkEw TNR LEMG MORSS KUPIM BITLA_37 KPL DIGTI DRAMO _7iYfZF99 LTBU _lYukmzGi _yJLgv6qD UNSAV,1680341913 1680341879 1680342059 1680342899 1680343499 1680346979 1680347939 1680352319 1680353399 1680353999 1680354119 1680354479 1680354599 1680354719 1680355079 1680355079,0.2159 0.2159 0.2306 0.2332 0.2459 0.2623 0.2594 0.2668 0.2642 0.2434 0.2344 0.1876 0.1701 0.1586 0.0000 0.0000,6340 6340 8092 11384 11354 11125 11072 10401 10683 8390 7772 4343 3223 2652 1227 1227
